title,label
"시멘트 업계, 국감 증인 최소화 위해 '잰걸음'",1
벤처펀드 수탁거부 사태 해소될까…쟁점은 펀드 규모·업무 강도,1
"이재호 전 LG전자 부사장, 락앤락 신임 대표로 선임",1
[주말n입사지원]이마트·KGC인삼공사 등 채용,1
"황금 연휴의 시작, 이커머스서 '쇼핑 찬스'",1
벌써 쌀쌀하네…따뜻한 잠자리 책임질 '카본매트'는?,1
소비자 홀린 '버티컬 커머스'…무기는 '세분화·전문성',1
배달의민족 서비스 장애 복구…'불금'에 소비자 불편(종합),1
"배달의민족 서비스 장애…""원인 파악·복구 작업 중""",1
"아주산업, 건자재·투자부문 인적분할",1
벤처기업협회 부회장에 로앤컴퍼니 김본환 대표,1
"위닉스 '컴팩트 건조기', 한 달 만에 1만대 판매",1
"청호나이스, '카페&베이커리 페어' 참가",1
"주택건설협회, 하반기 회원사 주택사업 실무교육 실시",1
올해 집 사지도 팔지도 않았다…주택 거래 전년比 '반토막',1
그래도 집값 ‘뚝뚝’…규제지역 해제 약발 안 통하네 [부동산360],1
광주·전남 반도체산업 육성 추진단장에 전태영씨,1
'尹집무실 효과'…용산구 평당집값 송파 꺾었다 [집슐랭],1
"""식물원 변신한 지하 주차장""…플랜테리어에 꽂힌 건설업계",1
6년간 급발진 사고 201건…제조사 결함 인정은 '0',1
"""나를 알아주는 맞춤형 주거공간""…SK에코플랜트 '드파인' 갤러리 [새 옷 입는 성수, 핫플의 진화③]",1
"SM하이플러스, 10월 대체공휴일 이벤트 진행",1
[복덕방기자들]하락장이 경매 초보자에게 유리하다?,1
"“5억 재초환도 이제는 해결”…성동구 장미아파트, 재건축 관리처분인가[부동산360]",1
"조해진 “文정부 부동산세法 32회 개정, 오히려 폭등” 직격",1
"대전·충남 아파트 매매가, '낙폭 확대'…하락세 지속",1
"중국, 1년내 주택 교체하면 소득세 환급…주담대 금리도 인하",1
"김민기 국토위원장 ""한국과 몽골 철도노조 협력 지원""",1
재건축 사업도 추가 이주비 받을 수 있다는데[똑똑한 부동산],1
전세대출 못 갚은 세입자 절반...20·30대 청년,1
"디즈니, '이사진 쇄신' 행동주의 헤지펀드 요구 수용",1
포항·경주 미분양관리지역 지정 11월까지 연장,1
서울 아파트 거래 역대 최저…집값 더 떨어진다[집슐랭],1
러 포함 OPEC+ 오는 5일 빈에서 대면 정례회의 개최,1
"가치 추락한 밧화…태국 중앙은행, 시장 개입 시인",1
머스크가 야심차게 선보인 휴머노이드 로봇…성능은?,1
"머스크, 휴머노이드 로봇 '옵티머스' 공개…""모델Y 3분의 1가격""",1
"中 정부 ""종합 국력 세계 선두, 영향력 현저히 증대""",1
최태원 SK 회장 “탄소 문제 비용 아닌 기회” [RE100 초읽기②],1
"머스크, 'AI데이'서 로봇 '옵티머스' 공개…춤추고 걷는 AI 휴머노이드",1
3대지수 모두 '휘청'…뉴욕증시 하락률 20년만에 '최악',1
"'미·중 갈등 축소판' 틱톡 CEO, 美의회와 3달간 130회 접촉한 이유는",1
"추락하는 엔화가치…日, 시장개입액 28조원 '사상최대'",1
"코웬, '제네락' 주가 상승 전망… IRA 통과에도 주택용 발전기 수요 증가",1
"韓·美 재무장관 ""금융 불안 심화 시, 유동성 공급 협력""",1
유로존 물가상승률도 두자릿수 찍었다…에너지가격 40%↑,1
"S&P, 영국 신용등급 전망 하향…안정적→부정적으로",1
"크레디트 스위스, 알레고 '시장수익률 상회'로 커버 개시",1
"S&P, 영국 신용등급 전망 ‘부정적’ 하향조정",1
"삼성, 혁신 기술로 '탄소중립' 달성…차별화 아닌 생존 문제 [RE100 초읽기①]",1
"인텔, 자회사 '모빌아이' IPO신청…자율주행 부문 핵심 사업 육성 전략",1
"‘위기의 영국’ S&P, 국가신용등급 전망도 하향",1
[마켓엑세스] 연착륙 노리는 美연준…지나친 낙관론일수도,1
"엔제리너스, '세계 동물의 날' 맞이해 따뜻한 기부 캠페인 진행",1
"배민 컨설팅 받고 매출 두배, 밀키트 개발로 매출 166% 증가 '대박'",1
MZ세대 취향 저격하는 '희소템' 인기,1
"골프존뉴딘그룹, ESG 캠페인 '아름다운 이웃 특별판매전' 진행",1
"롯데제과, 구독 서비스에 이어 직송 서비스 '갓생상회' 론칭",1
"코로나 자가검사키트 온라인 불법 거래, 8개월간 총 702건 적발",1
"SPC 배스킨라빈스, '둥실둥실 스윗 덕' 케이크 화제",1
"횡성한우축제장 인근 비닐하우스 화재…""불꽃놀이 불씨 가능성 크다""",1
"2022년 전국우수시장박람회, 경북 영주시민운동장에서 개최",1
"스타필드 하남, 일상 속에서 가치소비에 동참해 보세요!",1
'배춧값 오르는데 포장 김치는 없고'…소비자 울상,1
"배춧값 상승세에 포장김치 품귀 계속…""김장 어쩌나""",1
수프 카레 전문점 '도라보울' 그랜드 오픈,1
"인도네시아 수마트라서 규모 6.0 강진, 1명 사망",1
막걸리로 도넛을?…MZ 사로잡은 신박한 이색 먹거리,1
"맥도날드, 맥크리스피 버거' 먹으면 다채로운 경품이!",1
대전신세계 오는 16일까지 가을 정기세일,1
"맘스터치, '김씨네 버거가게' 팝업스토어 오픈 ... 10월1일 단하루",1
"식음료업계, 올 3Q 실적 '고공행진'…""판가 인상 효과""",1
"우리동네GS 바로배달, 퀵커머스와 연계 '출시예정'",1
손정의 방한...이재용 만나 삼성 ARM 인수 논의할 듯,1
전기·가스에 이어 식품값도 줄인상...물가 더 오르나?,1
6개월 연속 무역적자...IMF 이후 25년 만에 처음,1
"""필요하면 달러 빌려주겠지만 아직은..."" 한미 재무장관 공감대",1
"추경호·옐런 ""한국 금융불안 심화시 유동성 공급 실행""",1
2분기 소상공인 ‘코로나19 손실 보상금’ 접수,1
"동자청, 망상1지구 사업 시행자 ‘취소’ 절차 진행",1
"충주시, 농산물 산지유통센터 지원 사업 선정",1
울진 덕구온천 ‘산불피해 극복’ 장터 열려,1
"에너지 자립 섬 죽도, ‘친환경 관광지’ 발돋움",1
"영월서 로또 1등 나와…전국 8명 당첨, 각 32억3119만원",1
갑자기 날아오는 ‘도로 위 흉기’ 판스프링 “처벌 강화됐지만…”,1
1035회 로또 1등 당첨금은 32억…서울은 없고 부산은 있다,1
"로또 1035회 1등 당첨금 32억 원, 서울 당첨자 없다",1
한미 경제수장 “필요시 유동성 공급 협력”,1
6개월 연속 무역적자…외환위기 이후 처음,1
"러포함 OPEC+ 5일 빈서 정례회의…""최대규모 감산 저울질""",1
1035회 로또 1등 8명…당첨금 각 32억3000만원(종합),1
로또 1035회 1등 당첨지역은? 대구 수성구·부산 수영구…경기·인천과 서울 희비,1
“존폐 기로 부산 지역화폐 ‘동백전’ 살려라”…서명운동까지,1
“특별자치도 만들자” 충북 등 지자체 너도나도 특별법 추진,1
"인도네시아 축구장 사망자 집계 혼선…""174명→125명"" 변경",1
“집 주차장 빌려주고 돈 버세요”…서울 ‘주차장 공유사업’ 한창,1
안산도시공사 플로깅 연중전개…ESG경영 강화,1
안산시 산업역사박물관 개관…250억 투입,1
"연휴 첫날, 곳곳에 화재·교통사고 잇따라",1
아쉬운 패배..4위 위해 총력전,1
"이재명, 감사원 文 조사에 ""유신 공포정치가 연상된다""",1
[포커스] 안산시 대중교통 혁신…심야-부엉이 운행,1
공공형어린이집 11곳 추가 지정,1
중증장애아동 돌봄 지원시간 확대,1
바닷물 온도 상승...아열대 어종 증가,1
황금연휴...화창한 날씨 속 관광객 북적,1
"고령친화 제주 구현 4,534억 원 투입",1
제5기 지역사회보장계획 수립..11일 공청회 개최,1
평택파주고속도로 달리던 BMW 화재…인명 피해 없어,1
1회용컵 해당 매장에서만 반납  11곳,1
제주 코로나19 신규 확진자 112명,1
"이대호의 10번, 롯데 ‘영구결번’…오는 8일 은퇴식",1
"오에스피, 공모가 최상단 8400원 확정… 수요예측 경쟁률 1582.84대 1",1
코스피·코스닥 35% 이상 폭락…시총 642조원 증발,1
"""수입 파인애플 대신 국산 포도""…달러 강세에 국산 찾는다",1
"국내 코인거래소, 루나 사태 당시 100억원 이상 수수료 수입",1
"""기아의 리즈시절‥공급 충격으로 인한 대기 수요↑""",1
"긴축 발작 최고조 ""세계 GDP 절반인 6경원이 증발했다""",1
Fed發 금리발작에…글로벌 주식·채권가치 6경 증발,1
역대 세 번째…올 코스피 하락률 28%,1
서학개미는 3배 레버리지 몰빵,1
'한방' 노리다 '훅' 갈판… 사흘간 반대매매 1000억 육박,1
채권대차잔액 9개월 만에 30조 급증,1
짧지만 긴 여운… 하나증권 '감성광고' 통했다,1
"국내 코인거래소, 루나 사태 당시 100억원 이상 수수료 챙겨",1
스팩 대형화 경쟁…약세장 투자대안 되나,1
올해 무역적자 역대 최대 규모 480억달러 이를 듯,1
대우조선 다음은 HMM?… 새주인 찾기에 쏠린 눈,1
"한국공항공사, 日이어 中노선 재개 속도낸다",1
한국타이어 ‘아이온’ 구매하면 전기차 충전 크레딧 제공,1
"K조선, LNG선 수주 ‘포화’… 中·日은 반사이익",1
하늘길 여는 통신 3사… '도심 속 나는 택시' UAM 승부수,1
중고차 시장서도 친환경차가 대세,1
"""국내 시장 3분의 1 차지""…韓 로봇청소기 시장 넘보는 中 기업들",1
경직된 노동정책이 中企 옥좨…기업가정신도 사라졌다,1
"""기준금리 0.5%P 올려 年 3% 땐 소상공인 6만명 추가 도산 위기""",1
"이영 장관, 안동 찾아 ""헴프 특구산업 활성화 정부 차원 지원""",1
정샘물 세 번째 전시 '플롭스 인 아트 시즌3' 오픈… 12월 9일까지,1
'제로페이' 결제액 5조·수수료 절감 500억…예산은 삭감,1
"락앤락, 신임 대표에 이재호 전 LG전자 부사장 내정",1
중소기업 모인 파주상공EXPO 열려...우수제품 판매,1
국회로 옮겨붙은 시멘트·레미콘 전선…국감서도 언급될 듯,1
"KCC, 함께 숲을 지킬 ‘숲디가드’ 모집",1
BMW가 반한 韓 '자율주행차 눈'에 308억 뭉칫돈…美상장 노린다,1
"[르포] 인천 남동산단 '킹달러'에 시름…""원재료 수입 겁나""",1
"아이트리온 ""스마트팩토리 솔루션 강자""[주목!스타트업]",1
[공시줍줍]공모주달력 10월 4~7일,1
"5년 간다 새집증후군, 걱정 끝…전문시공·저감제품 속속",1
"""바닥 찍고 오를 일 남았다""…한샘 하반기 실적 회복 총력",1
"중기부 인력양성사업, 5명 중 1명 중도 포기…인원·취업률 하락세",1
골목상권·플랫폼·납품단가·벤처투자…중기부 국감 쟁점,1
국토교통부 산하 공공기관 2000명 감축 계획…‘대부분 무기직’,1
감정평가서 악용한 전세반환보증 사고액 급증…2018년의 125배,1
"SK에코플랜트, 용인 수지뜨리에체 리모델링 시공…첫 단독수주",1
"경기도민, 집값 상승 기대감 올들어 최저 수준",1
10월 첫주 전국서 6842가구 공급,1
"[단독] 6년 전 세운 철도사업 90%, 첫삽도 못 떴다",1
"GTX 붙자 집값 16억까지 치솟은 아파트, 13개월 만에…",1
[단독] 사업성 제로인데…선거 때마다 판치는 '철도망 공약',1
강남 개포아파트 월세 36건 거래될 때…전세는 16건뿐,1
"""전세 매력 떨어져""…세입자 월세 선호 2년새 2배 껑충",1
눈물의 인천…검단 8억 아파트 분양권 '반토막',1
1년새 에너지값 40% 폭등… 유로존 9월 물가 10% 찍었다,1
"S&P ""재정악화 피할수 없다"" 英 신용 전망 낮춰",1
"웅진식품·삼양식품 등, 단순 디자인 벗어 던지고 문화적 가치로",1
"소상공인시장진흥공단, 미래 이끌 청년 기업가 육성 나선다",1
"돼지고기 오마카세, 돈마가세 '죽마고돈' 구워주는 삼겹살 전문점",1
"""3년 만에 잠실에서 가을바람 갈랐다"" 롯데百, '스타일런' 마라톤",1
교촌치킨 앱에서 '블랙시크릿콤보' 사고 'K포인트'받자,1
[씨엔티테크 육성·투자 스타트업 단신] 에듀테크 '다비다',1
"[단독]정무위, 스타벅스·세븐일레븐·한화생명 대표 국감 증인 출석 요구 철회",1
2022영주세계풍기인삼엑스포 화려한 개막…24일간 대장정,1
다낭 347%↑ 일본 260%↑... 매출 날개 단 해외여행상품,1
가을철 스포츠 팬심 잡아라… 김광현 도시락·손흥민 간편식 나온다,1
"""오픈런 안해요""…요즘 명품 신상·중고 살때 라방부터 켠다",1
"세븐브로이맥주, 쿠키런 협업··· '용감한맥주' 출시",1
"지포어, 핼러윈 컬렉션 선보여",1
"“10월 배춧값, 1년전의 1.5배…내달 가을배추 나오면 안정될 듯”",1
"마이프랜차이즈, 이달의 브랜드 '굽네치킨' 선정",1
"""못 살겠다"" 생활고에 영국 50곳서 동시다발 시위",1
"카카오 남궁훈 ""지병, 대표 역할에 지장없어""…국감 출석 시사",1
6년간 급발진 사고 신고 201건인데 결함 인정은 '0',1
‘아이폰13 미니’ 9만원?… 신작 뜨자 구형 뒷거래,1
"금융연구원 “한·미 증시, 같이 떨어지지만 결이 다르다”",1
"정부, 뒤늦게 한·미 통화스와프 만지작…달러 폭주 진정될까",1
"전북, 지난해 사업체 수 늘고 종사자 수는 줄어",1
"충북 고액 체납자 879명, 지방세 292억 원 체납",1
"8월 강원 관광객 수·소비액, 지난해보다 증가",1
"강원 휘발유 가격 1,701원…경유 1,843원",1
한화생명 ‘빅3’ 탈락…피플라이프 인수로 반전할까,1
금리 인상에 규제 해제까지…부동산 원정 투자 감소,1
강원도 내 학업 중단 학생 비율 높아져,1
"플라이강원, 이달부터 베트남·일본 신규 노선 운항",1
강원 코로나19 신규 확진자 541명…고성 ‘0명’,1
개천절 태백산 천제 열려…일반시민 첫 참여,1
운동장 지하주차장 조성 논란…“더 안전” vs “더 위험”,1
"시 예산으로 땅 비싸게 되사고, 도로까지 건설",1
묵호항 국방과학연구소 연구시설 건설 추진…주민 반대,1
강릉 시내버스 감축 이용 불편…준공영제 요구,1
"울산시, 어선 유류비 8억 원 한시 지원",1
"울주군, 11월까지 태화강 회귀연어 조사",1
소방 공무원 1인당 담당 인구 전국 평균 웃돌아,1
작년 울산 사업체 수 ‘줄고’…종사자 수 ‘늘어’,1
울산 기초연금 수급률 66.6%…전국 평균 밑돌아,1
취약계층 아동·청소년 치과 치료비 최대 40만 원 지원,1
"[날씨와 생활] 머리는 ‘띵’, 코는 ‘답답’ 축농증…이렇게 해 보세요",1
울산 학교 도서관당 장서 수 전국 네 번째 많아,1
다문화 학생은 느는데…울산 학교에 다문화 언어 강사 ‘0명’,1
화천 호우주의보 발효,1
전국체전 공식 성화 채화…사흘간 성화 봉송,1
"""다시 만나요""",1
"모펫네이선슨, 로블록스 '시장수익률 하회'로 커버 개시...게임 플랫폼, 메타버스 목표 충족에 의문",1
"모간스탠리, 박스 '비중확대'로 상향...마진 확장 및 상승 여력",1
"월가 ""4분기, 경제 불확실성과 변동성 증가 등으로 경기 전망 어려워""",1
"구글, 5년 만에 중국서 번역 서비스 중단…사실상 철수 수순 밟나",1
"킴 카다시안, 인스타에 벌금폭탄 왜? ‘가상화폐 뒷광고’",1
美 국채금리 하락에 반등 시도…나스닥 1.1% 상승 출발 [데일리 국제금융시장],1
"뉴욕증시, 10월 첫 거래일에 상승 출발",1
"골드만삭스 ""美 개인투자자들, 내년 주식 144兆 팔아 치울 수도""",1
"뉴메드, 세계 제약?바이오?건강기능산업 전시회 참가",1
영국 감세 `유턴`·크레디트스위스 건전성 살피는 월가 [신인규의 글로벌마켓 A/S],1
누적된 손실에도 1.7억달러 순매수…눈물의 물타기인가[서학픽],1
"5만전자 위태한 삼성전자 ""3분기 실적 추정치 급감 중""",1
"테슬라 3분기 저조한 車인도량에…""수요 줄까"" 월가 노심초사",1
"8% 대출금리도 코앞…""월 상환액 2배"" 영끌족 비명",1
"웰스파고, 금리 상승기 최대 수혜…""주식 사라"" [서학개미 리포트]",1
"""OPEC+, 역대급 감산 합의 예고…유가 곧 100달러 넘을 듯""",1
"권태신 전경련 부회장, 프랑스 파리 BIAC 60주년 행사 참석",1
"권태신 전경련 부회장, BIAC 60주년 기념 행사 참가",1
"권태신 전경련 부회장, BIAC 행사서 부산엑스포 지지 요청",1
"'노벨생리의학상' 스반테 페보, 고대인류-현대 만성질환 연관성 규명",1
[부고] 서불(하림 지원담당 이사)씨 모친상,1
"탈원전에 완공 5년 밀린 신한울 1·2호기, 공사비 2.3조 늘어",1
`ARM` 품고 방한한 손정의… 이재용 `반도체 빅딜` 독과점 해소 관건,1
"""물경력"" ""야근많고 눈치"" 중소기업 신랄하게 비판한 MZ세대",1
"중기부, 소상공인 만기연장·상환유예 추가 연장",1
"""수입품 운송료 얼마고 어디쯤 왔는지…'쉽다'로 원클릭 해결"" [유망 중기·스타트업 'Why Pick']",1
'가격이 약점' 고품질 화장품 용기…無관세 올라타자 유럽 주문 쇄도,1
"""따뜻한 물도 난방만큼 중요하죠"" 경동 보일러 온수기능 대폭 강화",1
어플라이드 벤처스의 아난드 카마나바 대표,1
"[인터뷰] 한미공동펀드 참여 美투자사 대표 ""한국은 투자 기회 나라""",1
메타버스 OEM 하던 '살린' 자체플랫폼으로 승부수,1
軍기지가 자율주행 실험지대로…'창업수도'로 변신한 美실리콘앨리,1
"뉴욕 거점 K창업가 1200명 뭉쳤다…""후배 외로움 덜고 자금도 지원""",1
"중기부 국감 6일 실시, 납품대금 연동제·모태펀드 축소 등 '주목'",1
"""찬바람 분다"" 보일러 '빅2', 난방매트에서 '2라운드'",1
"""하모니 있는 폐광지역 가을""…강원랜드 사내공연단 무료 정기공연",1
"BGF리테일, 2022년 하반기 신입사원 공개채용",1
"""대용량 시대 왔다""…컬리 대용량 상품 판매량 전년比 2배↑",1
"""몽골 1위 편의점으로 도약""…GS25 몽골 100호점 돌파",1
"""델리 '핫플'은 홈플""…홈플러스 이달 12일까지 '델리 페스티벌'",1
"""편의점·게임단 1위 만남""…CU T1 제휴 탑티어 상품 출시",1
"꼭 가지 않아도 다 볼 수 있고, 직접 가면 더 재밌는 ‘집 구경’",1
부산에 첫 ‘디에이치’…단지 내 워터파크까지,1
채광 좋은 ‘e편한세상 탕정 퍼스트드림’ 893가구,1
‘숲세권’ 창원 롯데캐슬 하버팰리스 981가구,1
‘LH’ 떼버린 신혼희망타운…세금으로 민간아파트 짓는 꼴,1
"집 산 사람 10명 중 3명, 실거주 아닌 ‘임대 목적’",1
"포스코건설, 신반포 청구아파트 리모델링 사업 수주",1
신혼부부 ‘디딤돌’ 전세대출 한도 3억 →4억으로 상향조정,1
[단독] 전국에 방치된 빈집 면적 여의도 44배...지자체 예산도 제각각,1
창덕궁~융릉 `정조대왕 능행차` 3년만에 재개,1
서울 빌라 매매·경매 발길 끊겼다,1
LH 청년·신혼 매입임대주택 4일부터 입주 모집,1
첫 반값아파트 ‘서울 고덕강일’ 유력,1
"현대건설-IPA, 컨테이너부두 친환경 공사 협력",1
"롯데건설, 수원 신반포아파트 재건축 사업 수주",1
대전 유성 ‘첫 힐스테이트’ 주거형 오피스텔 437가구,1
"현대건설, 집코노미 박람회에 '힐스테이트 라군 인 테라스 2차'와 '힐스테이트 삼성' 선봬",1
"포스코건설, 신반포 청구아파트 리모델링 1천810억원에 수주",1
미국 9월 제조업 활동 지수 50.9로 4개월째 약세,1
"아거스, 나이키 재고과잉으로 단기적 부담…'보류'로 하향",1
"마이오반트, 일본 대주주 인수 제안 거부 후 주가 급등",1
[뉴욕 개장] 상승 출발…지난주 급락 딛고 소폭 반등,1
"폴 바셋, 종이영수증 완전히 없앤다 '전자영수증' 전면 도입",1
"bhc치킨,  '마법처럼 합격할 것이닭!' 댓글 이벤트 개최",1
[씨엔티테크 육성·투자 스타트업 단신] 아이소라이프 · 브래니,1
"푸라닭치킨·교촌치킨 등, 외식 먹거리 이색 테마 담은 신메뉴 인기",1
[윤석열 정부 첫 국정감사] 유통기업 수장들도 줄줄이 국감 증인석에… 정용진 채택 여부 촉각,1
K-편의점 쌍두마차 CU·GS25 몽골서 치열한 영토 확장전,1
"“이번엔 롯데월드타워” 롯데家 장남 신유열, 공개 행보 늘었다",1
"투썸플레이스, 20년 커피 노하우 담은 '포시즌커피' 출시",1
"롯데 센텀시티, 아이폰 얼리버드 이벤트",1
"카톡 스타벅스 교환권, 덜 쓰고 남은 돈 적립 가능해진다",1
"파리바게뜨, 美 ‘프랜차이즈 우수기업’ 25위",1
200만 채식인구 잡자… 비건식품 출시 봇물,1
마스크 벗고 ‘가을 패피’ 돼볼까… 재킷·점퍼 매출 쑥,1
"정부, 쌀 90만t 매입·격리…늘어나는 재정 부담",1
"롯데온·신라免 ""재고 확보로 직구족 붙잡는다""",1
"네네치킨, 배달의민족에서 7일간 3000원 할인",1
모바일 부문 사장 국감 부른 이유가 세탁기 불량?,1
稅·이자 부담에 서울 증여 급감… 영등포·금천·은평 한 달간 ‘0건’,1
"종토방 달군 ‘한화, KAI 인수설’ 아니다, 오보다… 해명에도 ‘활활’",1
금호타이어·HMM·한화생명 지분 매물로 나온다,1
車 점검 정보 숨기는 테슬라… 결함 감춰도 모른다,1
"러 하원, 점령지 합병조약 만장일치 비준…상원도 곧 뒤따를 듯",1
원주시 재난지원금 신용·체크·선불카드 온라인 신청 접수,1
"춘천시, 승용 전기자동차 댓수·지원금 상향",1
"[동정] 권태신 전경련 부회장, BIAC 행사서 부산엑스포 홍보",1
대기업들도 배달시장에 '군침'...수수료 낮아질까?,1
[상암동복덕방] 금리 인상·전세 사기 우려에...월세 찾는 임차인 늘었다,1
"오펙, 유가하락에 매일 100만배럴 감산할 듯…지금의 10배",1
“기존 노선 활용 광주·전남 광역철도 구축해야”,1
강원도 내 7개 주민사업체 관광두레 신규 사업체 포함,1
강원 ‘고문서’ 전시 ‘2022 국학자료 특별전’ 개최,1
KBS ‘시청자 주간’…이왕재·박수진·유영우 감사패,1
‘대황’ 숲으로 동해 사막화 저지 부분 성과,1
“강원랜드 카지노 매출 확대해야”…난관 산적,1
"오늘 강원 ‘신규 확진자’ 2,495명…감소세 유지",1
“출자·출연기관 조직 정비와 검증 강화해야”,1
“황제 기관장 6년…강원도감사위 그동안 뭐했나?”,1
강원도청 제2청사 답보…내년 6월 이후 본격,1
영남권 5개 시·도지사 “지역균형발전 공동 노력”,1
진하·일산해수욕장 폐장…방문객 급증,1
"울산 오늘 신규 확진 1,461명…사흘 연속 천 명대",1
"청소년 범죄예방위원회, ‘제1호 푸른꿈 공부방’ 개소",1
지난해 울산 청소년 디지털 성범죄 46명…4년 새 70%↑,1
"지난해 울산 아동학대 신고 3,114건…전년 대비 122%↑",1
"경남은행, 체전 성공 개최 기원 후원금 2억 기탁",1
"울산전국체전 선수단 2만 7,600여 명…역대 최다",1
전국·장애인체전 한 달 앞으로…“안전 철저히”,1
"노동부, 전국 석유와 화학 사업장에 긴급 안전 점검 지시",1
"‘7명 중상’ SK 지오센트릭 폭발, 원인 조사 착수",1
미 국채금리 15년래 최고 폭등…뉴욕증시 닷새째 하락,1
"뉴욕증시, 9월 첫 거래일 하락 출발",1
미 10년물 국채금리 3.2% 돌파…나스닥 -0.93% 출발 [데일리 국제금융시장],1
미 국채수익률 급등···중국발 불안도 가중 [신인규의 글로벌마켓 A/S],1
"美 신규 실업수당 청구건수, 3주째 감소…두달 만에 최저",1
"""엔비디아 수출규제 피해 지켜보자""는 월가…그래도 목표주가 하향",1
[그래픽] 엔/달러 환율 추이,1
"""회생안도 소용 없다""…월가가 외면한 베드배스앤비욘드 [서학개미 리포트]",1
악재 쌓이는 반도체주…저가 매수? 생각도 말라[오미주],1
"쎌마테라퓨틱스 ""이트리얼 신주발행무효소송 패소""",1
LG 디오스 오브제컬렉션 무드업 '색상 변경을 마음대로',1
"LG전자, 디오스 오브제컬렉션 무드업 공개",1
"유럽의약청, 노바백스 추가 접종도 승인",1
이것도 연결 저것도 연결…스마트싱스로 꽉 찬 삼성 IFA 전시장,1
"""건강 챙기는 MZ세대에 인기""…요즘 술엔 '이것' 빠졌다",1
"2분기 낸드플래시 시장 점유율…SK하이닉스, 세계 2위로 ‘점프’",1
